index,sku,name,desc,in_stock,type,price,category
4288,MUV0169-A,"Open - Muvit On / Off iPad Case Pro 97 ""Black",Cover and support functions on and off for iPad Pro 97,0,1298,22.95,"Protection, Cases, Backpacks"
4289,SPE0146-A,Open - Speck SeeThru Satin MacBook Pro Retina housing 13 '' Black,Housing for MacBook Pro with Retina display 13-inch (June 2012),0,1298,49.9,"Protection, Cases, Backpacks"
4290,GRT0457,Griffin Travel Battery Backup Power Bank for Apple Watch Aluminum,1050 mAh external battery with MFi certified compact design and Apple Watch,0,1515,81.95,"Power Banks, Batteries"
4291,KAN0057,Kanex GoPower 4000mAh Battery for Apple Watch,4000mAh External Battery Light for Apple Watch and iPhone,0,1515,119.95,"Power Banks, Batteries"
4292,OWC0211,OWC Mercury Elite Pro Dual mini USB-C Raid Box,External box aluminum mini two bays RAID 0 and RAID 1 USB-C (cable included) for Mac and PC,0,11935397,120.99,"NAS, HDD, SSD, Memory stick and cards"
4293,BEL0228-A,Open - Cable Belkin Mini DisplayPort to HDMI 4K 18m,Mini DisplayPort to HDMI Cable High Resolution 18m,0,1325,39.99,Connectivity & Adapters
4294,MUV0165-A,(Open) Tempered Glass Protector Muvit iPad Pro 033mm,Glass screen protector anti damage for iPad Pro,0,1298,34.95,"Protection, Cases, Backpacks"
4295,APP1209-A,Open - Apple Magic Spanish Keyboard Keyboard Mac,Spanish Keyboard Mac and Apple iPad Ultrathin Bluetooth,0,1298,119.0,Apple iPad
4296,NEA0003-A,Open - Netatmo home thermostat for iPhone and iPad,Refurbished thermostat for iPhone iPad wifi Mac design Stark,0,11905404,179.0,Electronic Devises
4297,SAN0173,Sandisk Extreme Pro Memory Card microSDXC UHS-I l 128GB - 95MB / s-90MB / s,128GB memory card microSDXC UHS class lll v30 for 4K video and speeds 95MB / s-90MB / s,0,57445397,99.99,"NAS, HDD, SSD, Memory stick and cards"
4298,SAN0172,Sandisk Extreme Pro Memory Card UHS-I l microSDXC 64GB - 95MB / s-90MB / s,Memory card 64GB microSDXC UHS class lll speeds and 95MB / s-90MB / s,0,57445397,54.99,"NAS, HDD, SSD, Memory stick and cards"
4299,SAN0137-A,Open - Sandisk Ultra 32GB USB Pen-Drive-C,32GB USB flash drive for Type C devices,0,1298,15.99,"NAS, HDD, SSD, Memory stick and cards"
4300,OWC0049-A,"Open - Installation Kit OWC SSD / HDD 25 ""Mac mini (2011/2012)",Installation Kit SSD / Hard for Mac mini (2011-2012) Disco.,0,1298,34.99,"NAS, HDD, SSD, Memory stick and cards"
4301,TWS0098-A,Open - Twelve South Stand TimePorter Travel Apple Watch White,Stand and Case for Apple Watch in white,0,1298,54.99,"Protection, Cases, Backpacks"
4302,PEB0003-A,Open - Pebble Smartwatch Time Black,Bluetooth watch intelligent microphone and simple and comprehensive interface.,0,1298,169.95,"Sound, Headphones, Players"
4303,STA0034,Startech Adapter Black Thunderbolt Thunderbolt 3,Thunderbolt adapter 3 USB- C Thunderbolt first generation Thunderbolt 2,0,12585395,135.99,Connectivity & Adapters
4304,STA0035,USB-C Startech VGA Adapter Black,Adapter with reversible USB connection VGA-C (compatible with Thunderbolt 3) Mac and PC,1,12585395,53.99,Connectivity & Adapters
4305,STA0036,Startech USB Adapter VGA-C Blanco,Adapter with reversible USB connection VGA-C (compatible with Thunderbolt 3) Mac and PC,1,12585395,53.99,Connectivity & Adapters
4306,STA0031-A,Open - Startech USB-C HDMI Adapter Black,Adapter with USB-C reversible HDMI connection supports Mac and PC conThunderbolt 3,0,1298,39.99,Connectivity & Adapters
4307,STA0038,Startech USB adapter to HDMI-C White,Adapter with reversible USB-C connection HDMI (compatible with Thunderbolt 3) Mac and PC,1,12585395,39.99,Connectivity & Adapters
4308,STA0042,Startech USB Adapter DVI-C White,Adapter with USB-C reversible Digital DVI connection (compatible with Thunderbolt 3) Mac and PC,1,12585395,49.99,Connectivity & Adapters
4309,STA0039,Hub Startech USB to VGA DVI-C Mini DisplayPort HDMI and 4K Aluminum,Hub Thunderbolt connection 3 / USB-C VGA DVI to HDMI and Mini DisplayPort and integrated magnetic cable manager for Mac and PC,1,12585395,128.99,Connectivity & Adapters
4310,NTE0087-A,Open - NewerTech Cable HDMI to HDMI 1.4A 090m,HDMI to HDMI Cable of 09 meters.,0,1298,0.995,Electronic Devises
4311,OWC0039-A,Open - Mac OWC Memory 4GB DDR3 1600MHz SO-DIMM,4GB RAM MacBook Pro and Mac mini iMac (2012).,0,1298,40.99,"NAS, HDD, SSD, Memory stick and cards"
4312,LAC0176-A,Open - LaCie Porsche Design Mobile 4TB USB-C and USB 3.0,External Hard Drive 4TB USB refitted-C and USB 3.0 connection for Mac and PC,0,11935397,199.99,"NAS, HDD, SSD, Memory stick and cards"
4313,STA0040,Startech USB Hub Charger-C to HDMI 4K 2 USB 3.0 ports and Ethernet Gigabite,Hub Thunderbolt connection 3 / USB to HDMI 4K-C Gigabit Ethernet port and two USB 3.0 ports for Mac and PC,1,12585395,146.99,Connectivity & Adapters
4314,STA0041,Startech USB Hub-C or VGA to HDMI 4K USB 3.0 and Gigabit Ethernet,Hub with USB-C connection VGA port or HDMI 4K Gigabit Ethernet port and USB 3.0 for Mac and PC,1,12585395,123.99,Connectivity & Adapters
4315,ELG0048,Elgato Eve Motion Sensor Motion,Motion sensor with Bluetooth connection for iPhone iPad and iPod compatible with HomeKit,1,11905404,49.95,Electronic Devises
4316,DLK0068-A,Open - D-Link GO-SW-5E 5 port Fast Ethernet Switch,D-Link GO-SW-5E 5 port 10/100 Mbps Fast Ethernet,0,1298,8.990300000000001,Electronic Devises
4317,CRU0016-A,Open - Mac Memory 4GB Crucial DDR3 1066MHz SO-DIMM,4GB RAM Mac mini iMac MacBook and MacBook Pro (2009/10).,0,1298,53.99,"NAS, HDD, SSD, Memory stick and cards"
4318,TRA0030-A,"Open - Transcend JetDrive Lite 330 256 GB Macbook Pro Retina 13 """,MLC memory card 256 GB Macbooks Retina 13 inches pulgadasLate 2012 - 2015 Early inches.,0,1298,182.0,"NAS, HDD, SSD, Memory stick and cards"
4319,WAC0084-A,Open - Wacom Cintiq 13HD interactive pen display Mac and PC,Portable LED graphics tablet with pen Pro for Mac and PC,0,1298,899.99,Monitors
4320,NTE0092-A,(Open) NewerTech Adapter USB 3.0 to DVI / HDMI / VGA HD,MÌ¼ltiple display adapter USB 3.0 video to DVI / HDMI / VGA HD.,0,1298,78.99,Connectivity & Adapters
4321,SAT0036-A,Open - Satechi Aluminum HDD Dock Mac,Dock with DVD HDD SATA SSDs and two USB 3.0 ports 3 and SD card reader for Mac and PC,0,1298,69.99,"NAS, HDD, SSD, Memory stick and cards"
4322,STA0048,Startech USB-C to USB-C Cable 1m Black (compatible with Thunderbolt 3-port),USB cable connection USB-C-C and reversible design for Mac and PC,0,1325,14.99,Connectivity & Adapters
4323,STA0060,Startech USB-C Gigabit Ethernet Adapter White,USB-C adapter Gigabit Ethernet high-performance Mac and PC,1,12585395,52.99,Connectivity & Adapters
4324,STA0050,Startech USB-C Gigabit Ethernet Adapter Silver,C adapter with USB-Gigabit Ethernet connection with compact aluminum design for Mac and PC,1,12585395,63.59,Connectivity & Adapters
4325,STA0047,Startech USB Hub-C and 3-C USB USB-A Black,Hub with USB-C connection 3 USB-A ports and 1 USB-C port (compatible with Thunderbolt 3) for Mac and PC,1,12585395,52.99,Connectivity & Adapters
4326,STA0054,Startech USB Hub 3-C USB 3.0 and Gigabit Ethernet Power Adapter,Hub with USB-C connection 3 USB 3.0 ports and an additional port Gigabit Ethernet with power adapter for Mac and PC,1,12585395,93.99,Connectivity & Adapters
4327,STA0051,Startech USB-C 4K HDMI 60Hz Black,USB-C adapter with HDMI connection (compatible with Thunderbolt 3) for Mac and PC,1,12585395,47.99,Connectivity & Adapters
4328,BNQ0053,"PD2700Q Monitor Benq 27 ""QHD 10bit HDMI pivotable",2K monitor 27 for design professionals sRGB 100% 350cd / m2 animation and editing mode for Mac and PC,0,1296,337.0,Monitors
4329,STA0049,Startech USB-C Adapter USB 3.1 Gigabit Ethernet + Extra Black,USB-C adapter cable (compatible with Thunderbolt 3) and two connections: Ethernet and USB 3.1 for new MacBook,0,12585395,70.99,Connectivity & Adapters
4330,STA0061,Startech USB-C Gigabit Ethernet Adapter 2 + USB 3.0 Extra Black,USB-C adapter cable (compatible with Thunderbolt 3) Two Gigabit Ethernet ports and 1 USB 3.0 port for new MacBook,0,12585395,109.99,Connectivity & Adapters
4331,TPL0038,TP-LINK Cable 1m White Lightning IFM,USB charging cable and Lightning 1 meter long with MFi certified for iPhone iPad and iPod,0,1230,12.99,Cables
4332,STA0053,Startech Reader / Writer SD Card 4.0 UHS II 2 slots for USB-C,SD reader and writer SDHC or SDXC cards and USB 3.0 and USB -C connection for Mac and PC,0,12585395,68.99,Connectivity & Adapters
4333,STA0062,Startech Mini DisplayPort to DisplayPort Cable 18m 4k Black,Cable adapter Mini Displayport to Displayport compatible with 4K content for Mac and PC,0,1325,11.99,Connectivity & Adapters
4334,STA0063,StarTech Cable FireWire 800 9-6 pins 18m Black,FireWire Cable Firewire 800 connection with 9-pin to 6-pin Firewire for Mac and PC,0,1325,14.99,Connectivity & Adapters
4335,TAM0012,Tangram Comba Smart Led Rope Chrome Size M,Jump rope with LED lights built 360-degree sensor design includes APP egonómico,0,11905404,89.95,Electronic Devises
4336,BOS0051,IE SoundSport Bose Headphones Blue Neon IFM,In-Ear Headphones with earplugs sports parts for iPhone iPad and iPod.,0,5384,99.0,"Sound, Headphones, Players"
4337,NTE0108,NewerTech USB 3.0 to Gigabit Ethernet Adapter,USB 3.0 adapter with Ethernet connection cable (94cm) for Mac and PC,1,1325,35.99,Connectivity & Adapters
4338,NTE0109,NewerTech HDMI Video Accelerator,Video Accelerator HDMI connection for Mac and PC,1,12585395,29.99,Connectivity & Adapters
4339,LEE0016,Leef iBridge 3 PenDrive 32GB Black Lightning IFM,32GB flash drive with USB 3.0 connection and Lightning for iPhone iPad and iPod,0,42945397,69.99,"NAS, HDD, SSD, Memory stick and cards"
4340,NTE0110,"NewerTech NuPower Charger 60W USB-C for MacBook Pro 12 ""/ 13"" / 15 ""2015-2016",60W charger with USB-C and USB 3.0 connection (USB-C) loads the MacBook and MacBook Pro 12-inch (including Touch Bar) and iPhone,0,1515,72.99,"Power Banks, Batteries"
4341,NTE0111,"NewerTech antistatic StoraDrive Disc Box 35 """,antistatic storage box 2 hard drives 35,1,12995397,17.99,"NAS, HDD, SSD, Memory stick and cards"
4342,STA0043,Startech charging cable Thunderbolt 3 05m Black (compatible USB-C),Cable length 05 m with connection Thunderbolt Thunderbolt 3 to 3 for Mac and PC,1,12585395,33.99,Connectivity & Adapters
4343,STA0044,Startech charging cable 1m Thunderbolt 3 20Gb / s (compatible USB-C) Black,Cable length 3 to 1 meter Thunderbolt Thunderbolt connection 3 for Mac and PC,1,1325,39.99,Connectivity & Adapters
4344,STA0045,Startech charging cable 2m Thunderbolt 3 20Gb / s (compatible USB-C),Cable length 2 meters connection Thunderbolt Thunderbolt 3 to 3 for Mac and PC,1,1325,49.99,Connectivity & Adapters
4345,NTE0112,Snuglet NewerTech adapter to prevent accidents MagSafe 2,MagSafe adapter part 2 maintains the firm for MacBook Pro and MacBook Air,1,54085407,19.99,"Repair service, Install kit, Extended warranty"
4346,NTE0113,NewerTech Kensington Adapter for MacBook Pro Retina Security,Kensington slot adapter for MacBook Pro Retina 2012-2015 (includes tools),0,12585395,34.99,Connectivity & Adapters
4347,SAM0100-A,Open - Samsung Pro + SDXC Memory Card UHS Class 3 | 64GB,SDXC Memory Card 64GB UHS Class 3 speeds of 95MB / 90MB,0,1298,83.69,"NAS, HDD, SSD, Memory stick and cards"
4348,WAC0160-A,Open - Wacom Intuos Graphics Tablet S Draw with pencil White,graphics tablet with pen and Art Rage Lite software included for Mac and PC,0,1298,79.9,Tablets
4349,STA0046,Startech USB-C Mini Adapter USB-A Black,Adapter with USB-C connection to USB-A compatible with Thunderbolt 3 for Mac and PC,1,12585395,20.99,Connectivity & Adapters
4350,STA0052,Startech USB-C 4K HDMI 60Hz White,C USB-HDMI adapter compatible with Thunderbolt 3 Connection for Mac and PC,1,12585395,47.99,Connectivity & Adapters
4351,STA0058,Startech USB-C to DVI Cable 1m Black,With reversible USB-adapter C Digital DVI connection for Mac and PC,0,12585395,53.99,Connectivity & Adapters
4352,KIN0149-A,Open - Mac Memory Kingston 8GB SO-DIMM DDR3åÊ1333Mhz,8GB RAM iMac (2010/2011) Mac mini (2011) and MacBook Pro (2011).,0,1298,82.9891,"NAS, HDD, SSD, Memory stick and cards"
4353,STA0059,Startech USB-C Cable to VGA 1m Black,1m adapter cable with USB-C reversible VGA connection for Mac and PC,0,12585395,62.99,Connectivity & Adapters
4354,LOG0185-A,(Open) Ultimate Ears Boom Portable Bluetooth Speaker 2 Black / Gray,Logitech Bluetooth speaker with Micro waterproof iPhone iPad and iPod USB.,0,1298,209.0,"Sound, Headphones, Players"
4355,LGE0038-A,"Open - LG 27UD88-W Monitor 27 ""UHD 4K USB 3.0 USB-C",99% Professional Monitor sRGB color calibrator cable USB-C connection for Mac and PC,0,1298,599.0,"Repair service, Install kit, Extended warranty"
4356,GTE0073-A,Open - G-Technology G-RAID Thunderbolt 12TB Extraóble 2 USB 3.0 silver,12TB RAID disk with 2 bays and removable disks Thunderbolt connection 2 and USB 3.0 for Mac and PC,0,1298,1017.7,"NAS, HDD, SSD, Memory stick and cards"
4357,STA0055,Startech USB-C Adapter USB-A Black,Cable adapter with USB-C to USB 3.0 connection compatible with Thunderbolt 3 for Mac and PC,1,12585395,22.99,Connectivity & Adapters
4358,TPL0039,TP-Link Gigabit Router C1200 Archer Wi-Fi ac 1200 Dual Band,Router with double bandwidth (2.4GHz and 5GHz) 3 antennas 1 USB 2.0 port and 4 LAN ports for iPhone and iPod Mac,0,1334,89.9,Routers
4359,STA0056,Startech USB-C Cable DisplayPort 18m 60Hz 4K Black,18m adapter cable with USB-C connection DisplayPort 4K resolution for Mac and PC,1,12585395,53.99,Connectivity & Adapters
4360,STA0057,Startech USB-C Cable to HDMI 4K 30Hz 2m Black,2 m Cable adapter with USB-C connection to HDMI 4K 30Hz and compact design for Mac and PC,1,12585395,58.99,Connectivity & Adapters
4361,TPL0040,TP-Link Extender coverage RE200 - AC750 Wi-Fi repeater,Coverage Extender Ethernet port speed dual band and button to extend the Mac and PC range,0,1334,44.9,Routers
4362,TUC0308,"Tucano Nido Hard-Shell Case MacBook Pro 13 ""(Late 2016) Black",Protective cover with slip rubber feet 13 inches for Macbooks Late 2016 (with / without Touch Bar),1,13835403,29.9,"Protection, Cases, Backpacks"
4363,TUC0309,"Tucano Nido Hard-Shell Case MacBook Pro 13 ""(Late 2016) Transparent",Protective cover with slip rubber feet 13 inches for Macbooks Late 2016 (with / without Touch Bar),1,13835403,29.9,"Protection, Cases, Backpacks"
4364,TUC0310,"Tucano Nido Hard-Shell Case MacBook Pro 13 ""(Late 2016) Blue",Protective cover with slip rubber feet 13 inches for Macbooks Late 2016 (with / without Touch Bar),1,13835403,29.9,"Protection, Cases, Backpacks"
4365,TUC0311,"Tucano Nido Hard-Shell Case MacBook Pro 15 ""(Late 2016) Black",Protective cover with slip rubber feet for Macbooks 15 inches (Late 2016),1,13835403,34.9,"Protection, Cases, Backpacks"
4366,TUC0312,"Tucano Nido Hard-Shell Case MacBook Pro 15 ""(late 2016) Transparent",Protective cover with slip rubber feet for Macbooks 15 inches (late 2016),1,13835403,34.9,"Protection, Cases, Backpacks"
4367,TUC0313,"Tucano Nido Hard-Shell Case MacBook Pro 15 ""(late 2016) Blue",Protective cover with slip rubber feet for Macbooks 15 inches (late 2016),0,13835403,34.9,"Protection, Cases, Backpacks"
4368,SYN0162,DS3617xs Synology NAS Server | 16GB RAM Mac and PC,Enterprise Scalable NAS 12 bays Intel processor 16GB of RAM 4 LAN ports for Mac and PC,0,12175397,2582.75,"NAS, HDD, SSD, Memory stick and cards"
4369,PAC1874,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 512GB Flash | R9 M395X 4GB | Trackpad 2",IMac desktop computer 27 inch 5K Retina i7 4GHz 512GB Flash RAM 16GB R9 M395X 4GB (MK482Y / A).,0,"5,74E+15",3769.0,Apple iMac
4370,APP1410,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 512GB Flash | R9 M395X 4GB | Trackpad 2",IMac desktop computer 27 inch 8GB RAM 512GB Retina 5K Flash (MK482Y / A).,0,"5,74E+15",3529.0,Apple iMac
4371,PAC1875,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 512GB Flash | R9 M395X 4GB | Trackpad 2",IMac desktop computer 27 inch 5K Retina i7 4GHz 512GB Flash RAM 32GB R9 M395X 4GB (MK482Y / A).,0,51882158,4249.0,Apple MacBook
4372,GRT0419-A,Open - Griffin BreakSafe Magnetic USB Charging Cable C-18Mt,Charging cable and connector magnetic fast libreación Griffin Macbook 12 inches,0,1298,34.99,Electronic Devises
4373,PHI0066-A,Open - Philips Hue White Set 2 bulbs 9.5W E27 + A60 Bridge,Kit 2 + bridge white bulbs illuminated HUE,0,1298,79.95,Batteries
4374,TUC0298,"Top Tucano Second Skin Case Macbook Pro 13 ""(late 2016) Black",Protective cover with reinforced zipper and additional pocket Macbooks 13 inches (Late 2016),1,13835403,34.9,"Protection, Cases, Backpacks"
4375,BLM0017,Blue Microphones Snowball USB microphone Ice White,condenser microphone cardioid polar pattern (frontal mode) USB connection for Mac and PC,0,11905404,59.99,Electronic Devises
4376,TUC0302,"Top Tucano Second Skin Case Macbook Pro 15 ""(late 2016) Black",Protective cover with reinforced zipper and additional pocket Macbooks 15 inches (Late 2016),1,13835403,34.9,"Protection, Cases, Backpacks"
4377,TUC0299,"Top Tucano Second Skin Case Macbook Pro 13 ""(late 2016) Blue",Protective cover with reinforced zipper and additional pocket Macbooks 13 inches (Late 2016),1,13835403,34.9,"Protection, Cases, Backpacks"
4378,TUC0303,"Top Tucano Second Skin Case Macbook Pro 15 ""(late 2016) Blue",Protective cover with reinforced zipper and additional pocket Macbooks 15 inches (Late 2016),1,13835403,34.9,"Protection, Cases, Backpacks"
4379,TUC0304,"Top Tucano Second Skin Case Macbook Pro 15 ""(late 2016) Fucsia",Protective cover with reinforced zipper and additional pocket Macbooks 15 inches (Late 2016),0,13835403,34.9,"Protection, Cases, Backpacks"
4380,PAR0074,Parrot 550mAh battery for MiniDrones,550mAh rechargeable battery for Parrot minidrones,0,11905404,17.99,Drones
4381,PAC1892,Crucial SSD expansion kit MX300 275GB + 8GB 1333Mhz RAM for Mac mini 2011,275GB + SSD expansion 8GB 1333Mhz RAM for Mac mini 2011 tools kit,0,1433,261.36,"NAS, HDD, SSD, Memory stick and cards"
4382,PAC1876,expansion kit 275GB + SSD Crucial MX300 Datadoubler for Mac mini 2009 to 2010,SSD upgrade kit 275GB + Datadoubler for Mac mini 2009 to 2010 with tools,0,1433,206.38,"NAS, HDD, SSD, Memory stick and cards"
4383,PAC1877,expansion kit 525GB + SSD Crucial MX300 Datadoubler for Mac mini 2009 to 2010,SSD upgrade kit 525GB + Datadoubler for Mac mini 2009 to 2010 with tools,0,1433,266.65,"NAS, HDD, SSD, Memory stick and cards"
4384,PAC1894,SSD Crucial MX300 expansion kit 1TB + 8GB 1333Mhz RAM for Mac mini 2011,SSD expansion 1TB + 8GB 1333Mhz RAM for Mac mini 2011 tools kit,1,1433,456.31,"NAS, HDD, SSD, Memory stick and cards"
4385,PAC1878,expansion kit 1TB SSD Crucial MX300 + Datadoubler for Mac mini 2009 to 2010,SSD upgrade kit 1TB + Datadoubler for Mac mini 2009 to 2010 with tools,0,1433,401.33,"NAS, HDD, SSD, Memory stick and cards"
4386,PAC1895,Enlargement Kit 2TB SSD Crucial MX300 + 8GB 1333Mhz RAM for Mac mini 2011,2TB SSD expansion + 8GB 1333Mhz RAM for Mac mini 2011 tools kit,0,1433,743.52,"NAS, HDD, SSD, Memory stick and cards"
4387,PAC1896,Crucial SSD expansion kit MX300 275GB + 16GB 1333Mhz RAM for Mac mini 2011,275GB + SSD expansion 16GB 1333Mhz RAM for Mac mini 2011 tools kit,0,1433,317.36,"NAS, HDD, SSD, Memory stick and cards"
4388,PAC1897,Crucial SSD expansion kit MX300 525GB + 16GB 1333Mhz RAM for Mac mini 2011,525GB + SSD expansion 16GB 1333Mhz RAM for Mac mini 2011 tools kit,0,1433,377.63,"NAS, HDD, SSD, Memory stick and cards"
4389,PAC1898,SSD Crucial MX300 expansion kit 1TB + 16GB 1333Mhz RAM for Mac mini 2011,SSD expansion 1TB + 16GB 1333Mhz RAM for Mac mini 2011 tools kit,1,1433,512.31,"NAS, HDD, SSD, Memory stick and cards"
4390,PAC1899,Crucial MX300 expansion kit 2TB SSD + 16GB 1333Mhz RAM for Mac mini 2011,+ 2TB SSD expansion 16GB 1333Mhz RAM for Mac mini 2011 tools kit,0,1433,799.52,"NAS, HDD, SSD, Memory stick and cards"
4391,PAC1900,Crucial SSD expansion kit MX300 275GB + 8GB 1600Mhz RAM for Mac mini 2012,275GB + SSD expansion 8GB 1600Mhz RAM for Mac mini 2012 tools kit,0,1433,251.3585,"NAS, HDD, SSD, Memory stick and cards"
4392,PAC1901,Crucial SSD expansion kit MX300 525GB + 8GB RAM 1600Mhz + Datadoubler for Mac mini 2012,525GB + SSD expansion 8GB 1600Mhz RAM for Mac mini 2012 tools kit,0,1433,311.6285,"NAS, HDD, SSD, Memory stick and cards"
4393,PAC1879,Enlargement Kit 2TB SSD Crucial MX300 + Datadoubler for Mac mini 2009 to 2010,SSD upgrade kit for Mac 2TB + Datadoubler 2009 to 2010 mini tools,0,1433,688.54,"NAS, HDD, SSD, Memory stick and cards"
4394,PAC1902,SSD Crucial MX300 expansion kit 1TB + 8GB 1600Mhz RAM for Mac mini 2012,SSD expansion 1TB + 8GB 1600Mhz RAM for Mac mini 2012 tools kit,1,1433,446.3085,"NAS, HDD, SSD, Memory stick and cards"
4395,PAC1903,Enlargement Kit 2TB SSD Crucial MX300 + 8GB 1600Mhz RAM for Mac mini 2012,2TB SSD expansion + 8GB 1600Mhz RAM for Mac mini 2012 tools kit,0,1433,733.5185,"NAS, HDD, SSD, Memory stick and cards"
4396,PAC1904,Crucial SSD expansion kit MX300 275GB + 16GB 1600Mhz RAM for Mac mini 2012,expansion kit 275GB + SSD 16GB 1600Mhz RAM for Mac mini 2012 tools,0,1433,317.3592,"NAS, HDD, SSD, Memory stick and cards"
4397,PAC1905,Crucial SSD expansion kit MX300 525GB + 16GB 1600Mhz RAM for Mac mini 2012,525GB + SSD expansion 16GB 1600Mhz RAM for Mac mini 2012 tools kit,0,1433,377.6292,"NAS, HDD, SSD, Memory stick and cards"
4398,PAC1880,Crucial SSD expansion kit MX300 275GB + 8GB RAM 1066Mhz + Datadoubler for Mac mini 2009 to 2010,SSD upgrade kit 275GB + 8GB RAM 1066Mhz + Datadoubler for Mac mini 2009 to 2010 with tools,0,1433,314.36,"NAS, HDD, SSD, Memory stick and cards"
4399,PAC1906,SSD Crucial MX300 expansion kit 1TB + 16GB 1600Mhz RAM for Mac mini 2012,SSD expansion kit 1TB + 16GB 1600Mhz RAM for Mac mini 2012 tools,1,1433,512.3091999999999,"NAS, HDD, SSD, Memory stick and cards"
4400,PAC1907,Crucial MX300 expansion kit 2TB SSD + 16GB 1600Mhz RAM for Mac mini 2012,expansion kit 2TB SSD + 16GB 1600Mhz RAM for Mac mini 2012 tools,0,1433,799.5192,"NAS, HDD, SSD, Memory stick and cards"
4401,PAC1881,Crucial SSD expansion kit MX300 525GB + 8GB RAM 1066Mhz + Datadoubler for Mac mini 2009 to 2010,SSD upgrade kit 525GB + 8GB RAM 1066Mhz + Datadoubler for Mac mini 2009 to 2010 with tools,0,1433,374.63,"NAS, HDD, SSD, Memory stick and cards"
4402,PAC1882,SSD Crucial MX300 expansion kit 1TB + 8GB RAM 1066Mhz + Datadoubler for Mac mini 2009 to 2010,SSD upgrade kit 1TB + 8GB RAM 1066Mhz + Datadoubler for Mac mini 2009 to 2010 with tools,0,1433,509.31,"NAS, HDD, SSD, Memory stick and cards"
4403,PAC1883,Enlargement Kit 2TB SSD Crucial MX300 + RAM + 8GB 1066Mhz Datadoubler for Mac mini 2009 to 2010,SSD upgrade kit 2TB + RAM + 8GB 1066Mhz Datadoubler for Mac mini 2009 to 2010 with tools,0,1433,796.518,"NAS, HDD, SSD, Memory stick and cards"
4404,PAC1884,Crucial SSD expansion kit MX300 275GB + 16GB 1066Mhz RAM + Datadoubler for Mac mini 2010,SSD upgrade kit 275GB + 16GB 1066Mhz RAM + Datadoubler for Mac mini 2010 tools,0,1433,406.36,"NAS, HDD, SSD, Memory stick and cards"
4405,PAC1885,Crucial SSD expansion kit MX300 525GB + 16GB 1066Mhz RAM + Datadoubler for Mac mini 2010,SSD upgrade kit 525GB + 16GB 1066Mhz RAM + Datadoubler for Mac mini 2010 tools,0,1433,466.63,"NAS, HDD, SSD, Memory stick and cards"
4406,PAC1888,Crucial MX300 275GB SSD expansion kit for Mac mini 2011 to 2012,SSD upgrade kit for Mac mini 275GB Mid 2011 to Late 2012 tools,0,1433,153.38,"NAS, HDD, SSD, Memory stick and cards"
4407,PAC1889,Kit Crucial MX300 525GB SSD expansion for Mac mini 2011 to 2012,SSD upgrade kit for Mac mini 525GB Mid 2011 to Late 2012 tools,0,1433,213.65,"NAS, HDD, SSD, Memory stick and cards"
4408,PAC1890,Crucial MX300 1TB SSD expansion kit for Mac mini 2011 to 2012,SSD upgrade kit for Mac mini 1TB Mid 2011 to Late 2012 tools,1,1433,348.33,"NAS, HDD, SSD, Memory stick and cards"
4409,PAC1891,Crucial MX300 expansion kit 2TB SSD for Mac mini 2011 to 2012,SSD upgrade kit for Mac 2TB mini Mid 2011 to Late 2012 tools,0,1433,635.54,"NAS, HDD, SSD, Memory stick and cards"
4410,PAC1909,expansion kit 525GB SSD Crucial MX300 for Mac mini 2014,Upgrade kit 525GB SSD for Mac mini 2014 tools,0,1433,219.64,"NAS, HDD, SSD, Memory stick and cards"
4411,PUR0136-A,Open - Puro UltraSlim Case 03 + Protector iPhone 5 / 5s / SE Transparent,03mm thin cover with screen protector included for iPhone 5 / 5S / SE,0,1298,12.9906,"Protection, Cases, Backpacks"
4412,GRT0434-A,Open - Griffin Survivor iPhone Case Wallet Clear 7 Black / Transparent,Polycarbonate cover with lid and slots for iPhone 7,0,1298,29.99,"Protection, Cases, Backpacks"
4413,IFX0017-A,Open - Battery Kit complete change iFixit iPhone 4 Battery,Battery replacement kit with tools for iPhone 4.,0,1298,19.95,"Repair service, Install kit, Extended warranty"
4414,WAC0136-A,Open - Wacom Intuos Pen Replacement,Pointer parts for Wacom tablets,0,1298,34.9932,Tablets
4415,SAT0023-A,Open - Satechi USB Hub-C to USB / Micro SD / SD / USB-C Gray Space,Reconditioned hub with two USB 3.0 SD Micro SD and USB-C port for Mac and PC,0,12585395,5.4990000000000006,Connectivity & Adapters
4416,WAH0002-A,Open - Wahoo Fitness Blue HR heart rate monitor iPhone iPad and iPod,Wireless heart rate monitor iPhone iPad and iPod Touch.,0,11905404,79.99,Electronic Devises
4417,LGE0031-A,"Open - LG Monitor 24 ""W 5ms HDMI 24MP58VQ-White",Monitor 24-inch FHD IPS refitted HDMI connection 5ms response time thin frame.,0,1296,159.0,Monitors
4418,OWC0161-A,"(Open) expansion Kit SSD 240GB 6G OWC Aura for MacBook Air 11 ""and 13"" from 2010 to 2011",SSD 240GB expansion for MacBook Air 11-inch and 13-inch Late 2010 to Mid 2011 Kit tools,0,1298,217.99,"NAS, HDD, SSD, Memory stick and cards"
